"NDB_No","Seq","Amount","Msre_Desc","Gm_Wgt","Num_Data_pts","Std_Dev"
"02007","2","1.0","tbsp","6.5","",""
"02008","1","1.0","tsp","0.6","",""
"02008","2","1.0","tbsp","1.9","",""
"02009","1","1.0","tsp","2.7","33",""
"02009","2","1.0","tbsp","8.0","30","0.1"
"02010","1","1.0","tsp","2.6","13","0.13"
"02010","2","1.0","tbsp","7.8","12","0.288"
"02011","1","1.0","tsp","2.1","30","0.12"
"02011","2","1.0","tbsp","6.5","30","0.16"
"02012","1","1.0","tsp","0.6","",""
"02012","2","1.0","tbsp","1.8","",""
"02013","1","1.0","tsp","1.8","",""
"02013","2","1.0","tbsp","5.0","",""
"02014","1","1.0","tsp, whole","2.1","",""
"02014","2","1.0","tbsp, whole","6.0","",""
"02015","1","1.0","tsp","2.0","",""
"02015","2","1.0","tbsp","6.3","",""
"02016","1","1.0","tsp","2.1","",""
"02016","2","1.0","tbsp","6.6","",""
"02017","1","1.0","tsp","1.0","",""
"02017","2","1.0","tbsp","3.1","",""
"02018","1","1.0","tsp, whole","2.0","",""
"02018","2","1.0","tbsp, whole","5.8","",""
"02019","1","1.0","tsp","3.7","",""
"02019","2","1.0","tbsp","11.1","",""
"02020","1","1.0","tsp","3.1","50","0.06"
"02020","2","1.0","tbsp","9.7","20","0.07"
"02021","1","1.0","tsp","1.8","33",""
"02021","2","1.0","tbsp","5.2","30","0.15"
"02022","1","1.0","tsp","1.7","",""
"02022","2","1.0","tbsp","5.3","",""
"02023","1","1.0","tsp","0.6","",""
"02023","2","1.0","tbsp","1.7","",""
"02024","1","1.0","tsp","2.0","3","0.115"
"02024","2","1.0","tbsp","6.3","60","0.46"
"02025","1","1.0","tsp","2.2","",""
"02025","2","1.0","tbsp","7.0","",""
"02026","1","1.0","tsp","2.4","10","0.04"
"02026","2","1.0","tbsp","6.9","10","0.12"
"02027","1","1.0","tsp, leaves","1.0","10","0.03"
"02027","2","1.0","tsp, ground","1.8","10","0.05"
"02028","1","1.0","tsp","2.3","23",""
"02028","2","1.0","tbsp","6.8","20","0.19"
"02029","1","1.0","tsp","0.5","13",""
"02029","2","1.0","tbsp","1.6","30","0.16"
"02030","1","1.0","tsp, ground","2.3","63",""
"02030","2","1.0","tbsp, ground","6.9","60",""
"02030","3","1.0","tsp, whole","2.9","3","0.1"
"02030","4","1.0","dash","0.1","",""
"02031","1","1.0","tsp","1.8","",""
"02031","2","1.0","tbsp","5.3","",""
"02032","1","1.0","tsp, ground","2.4","",""
"02032","2","1.0","tbsp, ground","7.1","",""
"02033","1","1.0","tsp","2.8","",""
"02033","2","1.0","tbsp","8.8","40","0.32"
"02034","1","1.0","tsp","1.5","20","0.07"
"02034","2","1.0","tbsp","4.4","20","0.19"
"02035","1","1.0","tsp","1.7","",""
"02035","2","1.0","tbsp","5.6","",""
"02036","1","1.0","tsp","1.2","",""
"02036","2","1.0","tbsp","3.3","",""
"02037","1","1.0","tsp","0.7","",""
"02037","2","1.0","tbsp","2.1","",""
"02038","1","1.0","tsp","0.7","",""
"02038","2","1.0","tbsp","2.0","",""
"02039","1","1.0","tsp","1.4","",""
"02039","2","1.0","tbsp","4.4","",""
"02041","1","1.0","tsp, leaves","0.6","10","0.03"
"02041","2","1.0","tbsp, leaves","1.8","30","0.08"
"02041","3","1.0","tsp, ground","1.6","",""
"02041","4","1.0","tbsp, ground","4.8","",""
"02042","1","1.0","tsp, leaves","1.0","30","0.06"
"02042","2","1.0","tbsp, leaves","2.7","30","0.17"
"02042","3","1.0","tsp, ground","1.4","",""
"02042","4","1.0","tbsp, ground","4.3","",""
"02043","1","1.0","tsp","3.0","20","0.06"
"02043","2","1.0","tbsp","9.4","20","0.16"
"02044","1","5.0","leaves","2.5","",""
"02044","2","2.0","tbsp, chopped","5.3","",""
"02044","3","0.25","cup leaves, whole","6.0","12","1.021"
"02045","1","5.0","sprigs","1.0","",""
"02045","2","1.0","cup sprigs","8.9","",""
"02046","1","1.0","tsp or 1 packet","5.0","",""
"02046","2","1.0","cup","249.0","34","5.448"
"02047","1","1.0","tsp","6.0","",""
"02047","2","1.0","tbsp","18.0","",""
"02047","3","1.0","cup","292.0","",""
"02047","4","1.0","dash","0.4","",""
"02048","1","1.0","tbsp","14.9","",""
"02048","2","1.0","cup","239.0","",""
"02048","3","1.0","tsp","5.0","23","0.785"
"02049","1","1.0","tsp","0.8","",""
"02049","2","0.5","tsp","0.4","",""
"02050","1","1.0","tsp","4.2","",""
"02050","2","1.0","tbsp","13.0","",""
"02050","3","1.0","cup","208.0","",""
"02051","1","1.0","tsp","4.2","",""
"02051","2","1.0","tbsp","13.0","",""
"02052","1","1.0","tsp","4.2","",""
"02052","2","1.0","tbsp","13.0","",""
"02053","1","1.0","tbsp","14.9","",""
"02053","2","1.0","cup","238.0","",""
"02053","3","1.0","tsp","5.0","",""
"02054","1","1.0","tbsp, drained","8.6","",""
"02055","1","1.0","tsp","5.0","",""
"02055","2","1.0","tbsp","15.0","",""
"02063","1","1.0","tsp","0.7","",""
"02063","2","1.0","tbsp","1.7","",""
"02064","1","2.0","leaves","0.1","",""
"02064","2","2.0","tbsp","3.2","",""
"02065","1","2.0","leaves","0.3","",""
"02065","2","2.0","tbsp","11.4","",""
"02066","1","1.0","tsp","0.5","",""
"02066","2","1.0","tbsp","1.6","",""
"02068","1","1.0","tbsp","14.9","",""
"02068","2","1.0","cup","239.0","",""
"02068","3","1.0","tsp","5.0","",""
"02069","1","1.0","tbsp","16.0","",""
"02069","2","1.0","cup","255.0","",""
"02069","3","1.0","tsp","5.3","",""
"02074","1","0.25","tsp","1.0","1",""
"02075","1","2.0","tsp","5.7","3","0.577"
"02076","1","1.33","tbsp","9.0","2",""
"03000","1","1.0","bar","36.0","",""
"03001","1","1.0","packet","28.0","",""
"03002","1","1.0","tbsp","14.7","13",""
"03002","2","1.0","oz","28.35","1",""
"03002","3","1.0","jar","71.0","4","0.0"
"03003","1","1.0","oz","28.35","1",""
"03003","2","1.0","tbsp","14.7","13",""
"03003","3","1.0","jar","71.0","4","0.0"
"03005","1","1.0","tbsp","16.0","8","1.569"
"03005","2","1.0","oz","28.35","",""
"03005","3","1.0","jar","71.0","",""
"03007","1","1.0","oz","28.35","",""
"03007","2","1.0","jar","71.0","",""
"03008","1","1.0","tbsp","15.0","",""
"03008","2","1.0","oz","28.35","",""
"03008","3","1.0","jar","71.0","",""
"03008","4","1.0","jar Gerber Second Foods (2.5 oz)","71.0","",""
"03009","1","1.0","oz","28.35","",""
"03009","2","1.0","jar","71.0","",""
"03010","1","1.0","tbsp","22.0","7",""
"03010","2","1.0","oz","28.35","1",""
"03010","3","1.0","jar","71.0","4","0.0"
"03010","4","1.0","container","70.0","10",""
"03011","1","1.0","oz","28.35","",""
"03011","2","1.0","jar","71.0","",""
"03012","1","1.0","tbsp","15.0","",""
"03012","2","1.0","oz","28.35","",""
"03012","3","1.0","jar","71.0","",""
"03012","4","1.0","jar Beech-Nut Stage 1 (2.5 oz)","71.0","",""
"03012","5","1.0","jar Gerber Second Foods (2.5 oz)","71.0","",""
"03012","6","1.0","jar Heinz Strained-2 (2.5 oz)","71.0","",""
"03013","1","1.0","tbsp","15.0","",""
"03013","2","1.0","oz","28.35","",""
"03013","3","1.0","jar","71.0","",""
"03013","4","1.0","jar Gerber Third Foods (2.5 oz)","71.0","",""
"03013","5","1.0","jar Heinz Junior-3 (2.5 oz)","71.0","",""
"03014","1","1.0","stick","10.0","",""
"03014","2","1.0","jar","71.0","",""
"03014","3","1.0","jar Gerber Graduate (2.5 oz)","71.0","",""
"03015","1","1.0","tbsp","15.0","",""
"03015","2","1.0","oz","28.35","",""
"03015","3","1.0","jar","71.0","",""
"03015","4","1.0","jar Beech-Nut Stage 1 (2.5 oz)","71.0","",""
"03015","5","1.0","jar Gerber Second Foods (2.5 oz)","71.0","",""
"03015","6","1.0","jar Heinz Strained-2 (2.5 oz)","71.0","",""
"03016","1","1.0","tbsp","19.0","12","3.629"
"03016","2","1.0","container","68.0","12","1.792"
"03017","1","1.0","stick","10.0","",""
"03017","2","1.0","jar","71.0","",""
"03017","3","1.0","jar Gerber Graduate (2.5 oz)","71.0","",""
"03019","1","1.0","bar","9.9","",""
"03021","1","1.0","stick","10.0","",""
"03021","2","1.0","jar","71.0","",""
"03021","3","1.0","jar Gerber Graduate (2.5 oz)","71.0","",""
"03022","1","1.0","serving","99.0","",""
"03023","1","0.0","cup","7.0","10",""
"03024","1","1.0","serving","113.0","",""
"03025","1","1.0","serving","170.0","",""
"03026","1","1.0","serving","88.0","",""
"03041","1","1.0","oz","28.35","",""
"03041","2","1.0","jar","113.0","",""
"03042","1","1.0","oz","28.35","",""
"03042","2","1.0","jar","170.0","",""
"03043","1","1.0","oz","28.35","",""
"03043","2","1.0","jar","170.0","",""
"03044","1","1.0","tbsp","16.0","",""
"03044","2","1.0","oz","28.35","",""
"03044","3","1.0","jar","113.0","",""
"03044","4","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03044","5","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03044","6","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03045","1","1.0","tbsp","16.0","",""
"03045","2","1.0","oz","28.35","",""
"03045","3","1.0","jar","170.0","",""
"03045","4","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03045","5","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03046","1","1.0","tbsp","16.0","",""
"03046","2","1.0","piece","8.0","",""
"03047","1","1.0","tbsp","16.0","",""
"03047","2","1.0","oz","28.35","",""
"03047","3","1.0","jar","113.0","",""
"03047","4","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03047","5","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03047","6","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03048","1","1.0","container","113.0","",""
"03049","1","1.0","oz","28.35","",""
"03049","2","1.0","jar","170.0","",""
"03050","1","1.0","tbsp","16.0","",""
"03050","2","1.0","oz","28.35","",""
"03050","3","1.0","jar","170.0","",""
"03050","4","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03050","5","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03050","6","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03051","1","1.0","oz","28.35","",""
"03051","2","1.0","jar","170.0","",""
"03053","1","1.0","cup","256.0","",""
"03053","2","1.0","tbsp","16.0","",""
"03053","3","1.0","oz","28.35","",""
"03053","4","1.0","jar","113.0","",""
"03053","5","1.0","jar Earth's Best (4.5 oz)","128.0","",""
"03053","6","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03053","7","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03053","8","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03054","1","1.0","cup","256.0","",""
"03054","2","1.0","tbsp","16.0","",""
"03054","3","1.0","oz","28.35","",""
"03054","4","1.0","jar","170.0","",""
"03054","5","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03054","6","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03054","7","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03055","1","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03067","1","1.0","oz","28.35","",""
"03067","2","1.0","jar","170.0","",""
"03068","1","1.0","tbsp","16.0","",""
"03068","2","1.0","oz","28.35","",""
"03068","3","1.0","jar","113.0","",""
"03068","4","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03068","5","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03068","6","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03069","1","1.0","tbsp","16.0","",""
"03069","2","1.0","oz","28.35","",""
"03069","3","1.0","jar","170.0","",""
"03069","4","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03069","5","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03069","6","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03070","1","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03070","2","1.0","tbsp","16.0","",""
"03070","3","1.0","oz","28.35","",""
"03070","4","1.0","jar","113.0","",""
"03070","5","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03072","1","1.0","tbsp","16.0","",""
"03072","2","1.0","oz","28.35","",""
"03072","3","1.0","jar","170.0","",""
"03072","4","1.0","jar","170.0","",""
"03073","1","1.0","cup","256.0","",""
"03073","2","1.0","tbsp","16.0","",""
"03073","3","1.0","oz","28.35","",""
"03073","4","1.0","jar","113.0","",""
"03073","5","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03073","6","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03073","7","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03075","1","1.0","oz","28.35","",""
"03075","2","1.0","jar","113.0","",""
"03076","1","1.0","oz","28.35","",""
"03076","2","1.0","jar","170.0","",""
"03077","1","1.0","jar, Gerber (4 oz)","113.0","",""
"03079","1","1.0","oz","28.35","",""
"03079","2","1.0","jar","113.0","",""
"03081","1","1.0","oz","28.35","",""
"03081","2","1.0","jar","170.0","",""
"03082","1","1.0","tbsp","16.0","",""
"03082","2","1.0","oz","28.35","",""
"03082","3","1.0","jar","113.0","",""
"03082","4","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03082","5","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03082","6","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03083","1","1.0","tbsp","16.0","",""
"03083","2","1.0","oz","28.35","",""
"03083","3","1.0","jar","170.0","",""
"03083","4","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03083","5","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03083","6","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03084","1","1.0","cup","256.0","",""
"03084","2","1.0","tbsp","16.0","",""
"03084","3","1.0","oz","28.35","",""
"03084","4","1.0","jar","113.0","",""
"03084","5","1.0","jar Earth's Best (4.5 oz)","113.0","",""
"03084","6","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03085","1","1.0","cup","256.0","",""
"03085","2","1.0","tbsp","16.0","",""
"03085","3","1.0","oz","28.35","",""
"03085","4","1.0","jar","170.0","",""
"03085","5","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03089","1","1.0","oz","28.35","",""
"03089","2","1.0","jar","113.0","",""
"03090","1","1.0","oz","28.35","",""
"03090","2","1.0","jar","170.0","",""
"03091","1","1.0","cup","240.0","",""
"03091","2","1.0","tbsp","15.0","",""
"03091","3","1.0","oz","28.35","",""
"03091","4","1.0","jar","113.0","",""
"03091","5","1.0","jar Beech-Nut Stage I (4 oz)","113.0","",""
"03091","6","1.0","jar Gerber First Foods (2.5 oz)","71.0","",""
"03091","7","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03091","8","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03091","9","1.0","jar Heinz Beginner-1 (2.5 oz)","71.0","",""
"03092","1","1.0","cup","240.0","",""
"03092","2","1.0","tbsp","15.0","",""
"03092","3","1.0","oz","28.35","",""
"03092","4","1.0","jar","170.0","",""
"03092","5","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03093","1","1.0","oz","28.35","",""
"03093","2","1.0","jar","128.0","",""
"03096","1","1.0","jar, Gerber (4 oz)","113.0","",""
"03098","1","1.0","cup","224.0","",""
"03098","2","1.0","tbsp","14.0","",""
"03098","3","1.0","oz","28.35","",""
"03098","4","1.0","jar","113.0","",""
"03098","5","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03098","6","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03099","1","1.0","cup","224.0","",""
"03099","10","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03099","11","1.0","jar Heinz Beginner-1 (2.5 oz)","71.0","",""
"03099","2","1.0","tbsp","14.0","",""
"03099","3","1.0","oz","28.35","",""
"03099","4","1.0","jar","113.0","",""
"03099","5","1.0","jar Beech-Nut Baby's First (2.5 oz)","71.0","",""
"03099","6","1.0","jar Beech-Nut Stage I (4 oz)","113.0","",""
"03099","7","1.0","jar Gerber First Foods (2.5 oz)","71.0","",""
"03099","8","1.0","jar Earth's Best (4.5 oz)","128.0","",""
"03099","9","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03100","1","1.0","cup","224.0","",""
"03100","2","1.0","tbsp","14.0","",""
"03100","3","1.0","oz","28.35","",""
"03100","4","1.0","jar","170.0","",""
"03100","5","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03100","6","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03100","7","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03104","1","1.0","tbsp","16.0","9","1.01"
"03104","2","1.0","oz","28.35","1",""
"03104","3","1.0","jar","113.0","8","23.835"
"03105","1","1.0","tbsp","16.0","9","1.01"
"03105","2","1.0","oz","28.35","1",""
"03105","3","1.0","jar","99.0","8","23.835"
"03105","4","1.0","container","67.0","8","2.029"
"03108","1","1.0","cup","224.0","",""
"03108","10","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03108","11","1.0","jar Heinz Beginner-1 (2.5 oz)","71.0","",""
"03108","2","1.0","tbsp","14.0","",""
"03108","3","1.0","oz","28.35","",""
"03108","4","1.0","jar","113.0","",""
"03108","5","1.0","jar Beech-Nut Baby's First (2.5 oz)","71.0","",""
"03108","6","1.0","jar Beech-Nut Stage I (4 oz)","113.0","",""
"03108","7","1.0","jar Gerber First Foods (2.5 oz)","71.0","",""
"03108","8","1.0","jar Earth's Best (4.5 oz)","128.0","",""
"03108","9","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03109","1","1.0","cup","224.0","",""
"03109","2","1.0","tbsp","14.0","",""
"03109","3","1.0","oz","28.35","",""
"03109","4","1.0","jar","170.0","",""
"03109","5","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03109","6","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03109","7","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03112","1","1.0","cup","163.0","",""
"03112","2","1.0","tbsp","10.0","",""
"03112","3","1.0","jar Gerber Graduate (4.5 oz)","71.0","",""
"03113","1","0.0","cup","16.0","12",""
"03114","1","1.0","jar, Gerber (4 oz)","113.0","",""
"03115","1","1.0","oz","28.35","",""
"03116","1","1.0","tbsp","16.0","",""
"03116","10","1.0","jar Heinz Beginner-1 (2.5 oz)","71.0","",""
"03116","2","1.0","oz","28.35","",""
"03116","3","1.0","jar","113.0","",""
"03116","4","1.0","jar Beech-Nut Baby's First (2.5 oz)","71.0","",""
"03116","5","1.0","jar Beech-Nut Stage I (4 oz)","113.0","",""
"03116","6","1.0","jar Gerber First Foods (2.5 oz)","71.0","",""
"03116","7","1.0","jar Earth's Best (4.5 oz)","128.0","",""
"03116","8","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03116","9","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03117","1","1.0","tbsp","16.0","",""
"03117","2","1.0","oz","28.35","",""
"03117","3","1.0","jar","170.0","",""
"03117","4","1.0","jar Beech-Nut Stage 3 (6 oz)","170.0","",""
"03117","5","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03117","6","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03118","1","1.0","tbsp","15.0","",""
"03118","2","1.0","oz","28.35","",""
"03118","3","1.0","jar","113.0","",""
"03118","4","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03118","5","1.0","jar Heinz Strained-2 (4.25 oz)","120.0","",""
"03119","1","1.0","jar","113.0","",""
"03119","2","1.0","tbsp","15.0","",""
"03119","3","1.0","oz","28.35","",""
"03119","4","1.0","cup","240.0","",""
"03119","5","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03119","6","1.0","jar Beech-Nut Stage 2 (4 oz)","113.0","",""
"03119","7","1.0","jar Heinz Strained-2 (4 oz)","113.0","",""
"03120","1","1.0","cup","240.0","",""
"03120","2","1.0","tbsp","15.0","",""
"03120","3","1.0","oz","28.35","",""
"03120","4","1.0","jar","170.0","",""
"03120","5","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03121","1","1.0","tbsp","16.0","13",""
"03121","2","1.0","oz","28.35","1",""
"03121","3","1.0","jar","95.0","7","22.45"
"03121","4","1.0","cup","240.0","1",""
"03121","5","1.0","container","91.0","12","21.176"
"03122","1","1.0","oz","28.35","",""
"03127","1","1.0","cup","240.0","",""
"03127","2","1.0","tbsp","15.0","",""
"03127","3","1.0","oz","28.35","",""
"03127","4","1.0","jar","113.0","",""
"03127","5","1.0","jar Gerber Second Food (4 oz)","113.0","",""
"03128","1","1.0","tbsp","15.0","",""
"03128","2","1.0","oz","28.35","",""
"03128","3","1.0","jar","170.0","",""
"03128","4","1.0","jar Gerber Third Foods (6 oz)","170.0","",""
"03128","5","1.0","jar Heinz Junior-3 (6 oz)","170.0","",""
"03129","1","1.0","tbsp","15.0","",""
"03129","2","1.0","oz","28.35","",""
"03129","3","1.0","jar","113.0","",""
"03129","4","1.0","jar Gerber Second Food (4 oz)","113.0","",""
